date,month,transaction_amount,customer_age,customer_type,risk_score,num_past_defaults,transaction_frequency,region,default_label,drift_injected
2024-03-27,3,74060.35,36,SME,0.3976,1,23,East,0,data_drift
2024-03-15,3,78697.56,51,Corporate,0.1463,0,16,West,0,data_drift
2024-03-10,3,80779.91,30,Corporate,0.2801,2,5,West,0,data_drift
2024-03-21,3,166680.5,62,Retail,0.0901,0,20,West,0,data_drift
2024-03-02,3,59508.4,48,Corporate,0.2106,0,8,South,0,data_drift
2024-03-11,3,73239.06,57,SME,0.5907,0,11,North,1,data_drift
2024-03-16,3,44946.02,39,Corporate,0.218,1,11,North,1,data_drift
2024-03-19,3,91354.71,52,Corporate,0.2527,0,18,West,0,data_drift
2024-03-04,3,128278.76,38,Retail,0.1144,0,19,South,0,data_drift
2024-03-10,3,79273.23,27,Retail,0.2016,0,10,West,0,data_drift
2024-03-22,3,68944.16,60,Corporate,0.4678,1,28,North,0,data_drift
2024-03-22,3,83480.17,46,SME,0.1098,0,4,South,0,data_drift
2024-03-12,3,110867.92,63,Corporate,0.2943,1,28,West,0,data_drift
2024-03-02,3,119536.41,63,SME,0.0953,0,10,West,0,data_drift
2024-03-02,3,58822.67,59,Retail,0.1663,0,14,North,0,data_drift
2024-03-09,3,101454.31,59,Corporate,0.2624,0,6,South,1,data_drift
2024-03-12,3,82459.39,52,Corporate,0.3257,1,5,North,0,data_drift
2024-03-02,3,121062.82,50,SME,0.4727,0,15,South,0,data_drift
2024-03-18,3,142380.28,61,Retail,0.0743,0,5,South,0,data_drift
2024-03-16,3,130514.6,30,Retail,0.4586,0,23,West,0,data_drift
2024-03-19,3,60343.83,22,Corporate,0.1189,0,24,North,1,data_drift
2024-03-15,3,63962.57,37,SME,0.5434,0,6,South,0,data_drift
2024-03-25,3,127360.77,59,Retail,0.3563,0,19,East,0,data_drift
2024-03-16,3,82400.99,44,Retail,0.2492,0,20,West,0,data_drift
2024-03-06,3,65764.27,29,Corporate,0.2022,0,17,North,0,data_drift
2024-03-27,3,50932.96,33,Corporate,0.574,0,14,South,0,data_drift
2024-03-15,3,88492.43,31,SME,0.3239,1,11,West,0,data_drift
2024-03-12,3,74699.94,37,SME,0.3047,0,14,North,0,data_drift
2024-03-22,3,94758.27,64,Corporate,0.2796,0,5,North,1,data_drift
2024-03-12,3,89754.59,45,SME,0.0213,0,13,West,0,data_drift
2024-03-10,3,54609.82,60,Corporate,0.6141,0,12,South,0,data_drift
2024-03-21,3,64562.42,29,Corporate,0.5304,0,26,West,0,data_drift
2024-03-15,3,108615.79,32,SME,0.1719,1,24,East,1,data_drift
2024-03-23,3,110818.13,62,Corporate,0.1325,0,19,West,0,data_drift
2024-03-27,3,75714.15,47,Corporate,0.0211,0,10,North,0,data_drift
2024-03-04,3,89401.24,28,Corporate,0.6322,1,13,East,1,data_drift
2024-03-10,3,58981.45,36,Corporate,0.1102,0,15,East,0,data_drift
2024-03-26,3,83657.96,36,Retail,0.4264,1,20,South,0,data_drift
2024-03-19,3,112633.37,24,Corporate,0.1053,0,13,West,1,data_drift
2024-03-23,3,126707.64,37,SME,0.5538,0,4,South,0,data_drift
2024-03-14,3,81859.5,36,Corporate,0.0435,0,22,West,0,data_drift
2024-03-10,3,77145.07,46,Corporate,0.3723,0,9,North,0,data_drift
2024-03-17,3,49088.81,54,SME,0.1575,0,26,South,0,data_drift
2024-03-22,3,70038.22,35,Retail,0.2196,1,19,North,0,data_drift
2024-03-27,3,83287.87,45,Corporate,0.2362,1,20,North,1,data_drift
2024-03-27,3,80640.43,32,Corporate,0.1629,0,22,East,1,data_drift
2024-03-11,3,70812.69,24,Retail,0.3846,1,22,South,1,data_drift
2024-03-18,3,114677.12,30,Corporate,0.1973,1,7,West,0,data_drift
2024-03-02,3,95350.31,27,Corporate,0.2837,1,15,South,0,data_drift
2024-03-11,3,80861.54,52,SME,0.143,0,17,North,0,data_drift
2024-03-08,3,102091.69,37,SME,0.1078,0,14,East,0,data_drift
2024-03-19,3,84349.87,32,SME,0.1628,0,14,South,0,data_drift
2024-03-25,3,123809.46,38,Corporate,0.2804,0,9,East,0,data_drift
2024-03-16,3,65127.39,24,Corporate,0.35,0,16,East,1,data_drift
2024-03-04,3,93205.41,40,SME,0.4612,0,2,North,1,data_drift
2024-03-14,3,31860.48,45,Corporate,0.2404,0,14,South,0,data_drift
2024-03-22,3,75207.18,63,Corporate,0.5594,0,4,South,1,data_drift
2024-03-17,3,88797.46,29,Corporate,0.5719,0,3,South,0,data_drift
2024-03-11,3,76973.04,57,Corporate,0.0233,0,3,East,0,data_drift
2024-03-26,3,57369.46,61,Corporate,0.4025,0,11,West,0,data_drift
2024-03-26,3,67643.4,23,Corporate,0.3939,0,5,South,1,data_drift
2024-03-03,3,59838.6,44,Corporate,0.1567,1,16,North,0,data_drift
2024-03-04,3,82015.48,61,Corporate,0.505,0,23,East,1,data_drift
2024-03-21,3,104627.48,51,Corporate,0.5427,1,29,West,1,data_drift
2024-03-13,3,76331.03,46,SME,0.3151,0,28,South,0,data_drift
2024-03-17,3,130223.15,28,SME,0.156,0,23,West,0,data_drift
2024-03-20,3,90716.4,49,Corporate,0.2251,0,23,East,0,data_drift
2024-03-21,3,33785.79,62,Retail,0.4166,0,19,West,0,data_drift
2024-03-20,3,93329.12,38,Corporate,0.5726,1,9,East,0,data_drift
2024-03-10,3,83740.1,53,Corporate,0.0898,1,22,West,0,data_drift
2024-03-26,3,119434.85,22,Retail,0.1027,1,11,West,0,data_drift
2024-03-23,3,84575.69,48,Corporate,0.2541,0,12,East,0,data_drift
2024-03-24,3,78671.07,57,SME,0.4384,0,27,West,1,data_drift
2024-03-12,3,136823.54,28,Corporate,0.2512,1,26,North,0,data_drift
2024-03-08,3,32357.38,24,Corporate,0.308,0,27,South,0,data_drift
2024-03-03,3,76393.28,51,Corporate,0.4147,0,8,West,0,data_drift
2024-03-21,3,91642.63,22,Corporate,0.3384,1,14,West,0,data_drift
2024-03-10,3,75015.37,55,Corporate,0.2603,0,17,West,0,data_drift
2024-03-24,3,32479.88,59,Corporate,0.2076,0,20,South,0,data_drift
2024-03-07,3,95102.18,64,Retail,0.0176,0,15,East,0,data_drift
2024-03-25,3,73550.23,57,Corporate,0.2535,1,15,South,0,data_drift
2024-03-10,3,81593.99,54,Corporate,0.5729,0,23,West,0,data_drift
2024-03-07,3,116471.43,64,Corporate,0.0725,0,12,East,0,data_drift
2024-03-18,3,92611.56,37,Corporate,0.3115,0,9,West,0,data_drift
2024-03-20,3,69499.14,59,Corporate,0.4026,0,12,East,1,data_drift
2024-03-28,3,94839.75,32,Retail,0.1908,0,19,West,0,data_drift
2024-03-14,3,74388.44,29,Corporate,0.2051,1,12,West,0,data_drift
2024-03-12,3,77410.92,22,Corporate,0.3143,0,11,East,0,data_drift
2024-03-08,3,103933.17,35,Retail,0.314,1,28,North,1,data_drift
2024-03-25,3,68956.82,51,Retail,0.38,0,6,South,0,data_drift
2024-03-07,3,99039.17,42,Corporate,0.3052,0,8,East,0,data_drift
2024-03-05,3,79247.42,42,Corporate,0.482,0,11,South,0,data_drift
2024-03-01,3,72301.39,55,Corporate,0.4048,0,3,North,1,data_drift
2024-03-15,3,72388.28,59,Corporate,0.5236,0,16,North,1,data_drift
2024-03-09,3,69650.35,47,SME,0.0553,0,6,East,0,data_drift
2024-03-12,3,87231.6,62,SME,0.1236,0,9,North,0,data_drift
2024-03-22,3,78131.5,35,Corporate,0.3425,0,9,North,0,data_drift
2024-03-18,3,119237.75,61,SME,0.4159,0,6,West,0,data_drift
2024-03-11,3,62821.79,56,Corporate,0.4365,0,5,West,0,data_drift
2024-03-10,3,98577.93,63,SME,0.3819,0,1,North,1,data_drift
2024-03-10,3,113581.96,39,Corporate,0.388,1,3,West,0,data_drift
2024-03-18,3,128253.15,41,Corporate,0.3113,0,3,North,0,data_drift
2024-03-26,3,64705.65,30,Corporate,0.1982,1,12,West,0,data_drift
2024-03-01,3,110609.64,62,Corporate,0.1065,1,4,North,0,data_drift
2024-03-28,3,90147.52,54,Corporate,0.4912,1,21,North,0,data_drift
2024-03-20,3,111306.04,25,Corporate,0.2302,1,16,South,0,data_drift
2024-03-26,3,68883.28,25,Retail,0.158,0,11,North,0,data_drift
2024-03-11,3,82093.51,37,Corporate,0.1141,0,8,South,0,data_drift
2024-03-02,3,75907.97,47,SME,0.1874,0,29,East,0,data_drift
2024-03-26,3,73729.74,27,Corporate,0.5981,0,27,North,0,data_drift
2024-03-11,3,86028.46,58,Corporate,0.2631,1,9,North,1,data_drift
2024-03-25,3,147372.45,43,Corporate,0.5228,1,28,South,1,data_drift
2024-03-02,3,101722.01,63,Retail,0.3144,0,14,North,0,data_drift
2024-03-27,3,76221.93,60,Corporate,0.3315,0,23,West,0,data_drift
2024-03-09,3,77701.05,28,Corporate,0.3984,0,29,South,0,data_drift
2024-03-01,3,99063.8,63,SME,0.2393,0,26,South,0,data_drift
2024-03-23,3,80346.03,51,Retail,0.216,0,22,West,0,data_drift
2024-03-06,3,80434.37,31,Corporate,0.3823,0,15,North,0,data_drift
2024-03-22,3,57270.45,36,Retail,0.2831,1,19,East,1,data_drift
2024-03-02,3,83823.47,27,Corporate,0.2469,1,9,East,0,data_drift
2024-03-15,3,21874.83,45,Corporate,0.2717,0,26,East,1,data_drift
2024-03-01,3,40789.78,23,Corporate,0.5045,0,17,South,0,data_drift
2024-03-26,3,76242.29,61,Corporate,0.0856,0,9,South,0,data_drift
2024-03-24,3,101506.86,36,Corporate,0.2302,0,3,West,0,data_drift
2024-03-24,3,125283.99,42,Corporate,0.0804,0,25,North,1,data_drift
2024-03-18,3,95034.19,39,SME,0.171,0,16,West,0,data_drift
2024-03-04,3,98355.82,26,Corporate,0.0842,0,13,South,0,data_drift
2024-03-13,3,87821.21,46,Corporate,0.2967,0,26,East,0,data_drift
2024-03-04,3,105960.33,57,Corporate,0.4434,0,17,North,1,data_drift
2024-03-15,3,90334.59,31,SME,0.3011,0,24,East,0,data_drift
2024-03-02,3,94315.32,44,Corporate,0.0718,0,22,North,0,data_drift
2024-03-27,3,45909.1,45,SME,0.204,0,25,East,0,data_drift
2024-03-09,3,91574.03,31,Retail,0.1631,0,4,North,1,data_drift
2024-03-12,3,85581.66,27,Corporate,0.0386,0,28,East,0,data_drift
2024-03-14,3,74596.48,34,Corporate,0.5668,0,21,West,1,data_drift
2024-03-20,3,76437.0,42,Corporate,0.5483,0,22,South,0,data_drift
2024-03-04,3,51653.73,53,Corporate,0.1171,0,28,West,0,data_drift
2024-03-15,3,98477.17,64,Corporate,0.3645,1,9,East,1,data_drift
2024-03-04,3,90874.76,36,Corporate,0.2476,0,22,North,0,data_drift
2024-03-05,3,86730.21,23,Retail,0.2305,0,9,West,0,data_drift
2024-03-10,3,90750.03,36,Corporate,0.7216,0,18,East,0,data_drift
2024-03-12,3,53844.63,38,Retail,0.3386,1,14,South,0,data_drift
2024-03-12,3,129083.07,41,Retail,0.1352,0,20,North,0,data_drift
2024-03-08,3,108577.24,27,Corporate,0.2185,1,3,West,0,data_drift
2024-03-04,3,100515.38,36,Corporate,0.2035,0,4,South,0,data_drift
2024-03-03,3,122112.94,38,Corporate,0.3466,0,1,East,0,data_drift
2024-03-27,3,90277.93,47,Corporate,0.1745,0,18,North,0,data_drift
2024-03-01,3,77937.84,43,Corporate,0.3875,2,4,East,0,data_drift
2024-03-18,3,91845.57,30,Corporate,0.2889,0,10,North,0,data_drift
2024-03-20,3,123173.35,33,SME,0.0277,0,4,South,0,data_drift
2024-03-25,3,62637.89,43,Corporate,0.0984,1,21,South,0,data_drift
2024-03-14,3,122874.81,44,Corporate,0.1381,0,25,South,0,data_drift
2024-03-17,3,51194.55,58,Corporate,0.2213,0,17,West,0,data_drift
2024-03-06,3,98327.02,35,Corporate,0.1274,1,8,West,0,data_drift
2024-03-06,3,110255.3,45,Corporate,0.1101,0,19,West,0,data_drift
2024-03-10,3,101110.86,29,Corporate,0.3915,0,9,East,0,data_drift
2024-03-19,3,111188.84,47,Corporate,0.4227,1,16,West,1,data_drift
2024-03-10,3,81812.28,53,Corporate,0.2308,0,27,North,0,data_drift
2024-03-25,3,53171.72,49,Retail,0.2144,0,24,South,1,data_drift
2024-03-26,3,111256.37,53,Corporate,0.2153,2,24,East,0,data_drift
2024-03-03,3,131215.38,43,Corporate,0.553,0,25,East,0,data_drift
2024-03-01,3,80883.92,30,Corporate,0.1148,0,15,West,0,data_drift
2024-03-18,3,102048.48,24,Corporate,0.6604,0,20,North,0,data_drift
2024-03-15,3,64340.24,46,Corporate,0.1644,1,16,South,0,data_drift
2024-03-20,3,62454.47,60,Retail,0.1988,0,28,East,0,data_drift
2024-03-04,3,87683.74,33,Corporate,0.1991,0,21,South,0,data_drift
2024-03-18,3,66808.54,50,Corporate,0.1173,1,12,North,0,data_drift
2024-03-10,3,87405.5,24,Corporate,0.0599,0,23,South,0,data_drift
2024-03-22,3,160757.95,62,Corporate,0.1837,0,18,West,0,data_drift
2024-03-22,3,67352.95,44,Corporate,0.2542,0,7,South,0,data_drift
2024-03-19,3,93538.88,44,SME,0.4844,0,16,East,0,data_drift
2024-03-17,3,41039.35,39,Corporate,0.2027,1,28,West,1,data_drift
2024-03-10,3,98082.49,32,Corporate,0.2432,0,19,West,0,data_drift
2024-03-25,3,67364.76,57,Corporate,0.2111,0,6,West,0,data_drift
2024-03-04,3,92315.97,47,Corporate,0.4118,1,29,West,0,data_drift
2024-03-25,3,91647.3,29,Corporate,0.2082,0,6,East,0,data_drift
2024-03-05,3,88477.78,49,SME,0.3405,1,6,North,0,data_drift
2024-03-07,3,61313.9,39,Corporate,0.1704,0,26,North,0,data_drift
2024-03-19,3,77903.99,34,Corporate,0.2602,1,15,West,0,data_drift
2024-03-19,3,90892.95,57,Retail,0.4637,0,2,North,0,data_drift
2024-03-08,3,78934.06,63,Corporate,0.2118,1,9,East,1,data_drift
2024-03-01,3,120082.69,61,SME,0.0601,0,8,North,1,data_drift
2024-03-24,3,86025.41,33,Corporate,0.2978,0,7,North,0,data_drift
2024-03-08,3,60178.24,43,Corporate,0.203,0,27,East,0,data_drift
2024-03-19,3,95785.81,23,SME,0.219,1,28,North,0,data_drift
2024-03-17,3,23825.34,61,Retail,0.2888,0,28,West,0,data_drift
2024-03-09,3,134038.72,49,Corporate,0.4537,1,16,West,1,data_drift
2024-03-20,3,41980.41,34,SME,0.1413,0,15,East,0,data_drift
2024-03-23,3,107411.52,54,Corporate,0.2467,1,9,West,1,data_drift
2024-03-16,3,103519.7,24,Retail,0.3235,1,20,West,0,data_drift
2024-03-09,3,56736.51,55,Retail,0.387,0,15,West,0,data_drift
2024-03-19,3,98986.47,44,Corporate,0.1444,0,2,West,0,data_drift
2024-03-16,3,67762.96,53,Retail,0.2304,0,20,West,1,data_drift
