date,month,transaction_amount,customer_age,customer_type,risk_score,num_past_defaults,transaction_frequency,region,default_label,drift_injected
2024-05-16,5,37478.26,58,SME,0.2349,0,12,North,0,concept_drift
2024-05-19,5,53090.0,26,Retail,0.122,0,1,East,0,concept_drift
2024-05-15,5,57094.73,55,Retail,0.3014,0,4,North,0,concept_drift
2024-05-14,5,54380.29,59,Corporate,0.2275,1,20,East,1,concept_drift
2024-05-05,5,42917.23,48,Corporate,0.0658,1,1,West,1,concept_drift
2024-05-07,5,59872.8,60,Corporate,0.3459,1,6,East,0,concept_drift
2024-05-03,5,41288.67,63,Corporate,0.4119,1,2,North,0,concept_drift
2024-05-02,5,35799.34,63,Corporate,0.3607,1,27,South,0,concept_drift
2024-05-25,5,54147.78,45,Retail,0.2162,0,13,East,1,concept_drift
2024-05-16,5,49085.53,52,SME,0.2994,0,16,South,1,concept_drift
2024-05-02,5,38420.04,43,Retail,0.191,0,11,East,1,concept_drift
2024-05-03,5,51546.58,44,Retail,0.1957,0,14,North,1,concept_drift
2024-05-12,5,60454.32,62,Retail,0.3401,1,6,West,1,concept_drift
2024-05-01,5,47169.01,45,Retail,0.1836,0,16,West,1,concept_drift
2024-05-15,5,74029.28,61,Retail,0.1646,1,17,West,1,concept_drift
2024-05-01,5,67368.24,53,Corporate,0.3132,0,10,South,0,concept_drift
2024-05-01,5,43751.49,54,Retail,0.2441,1,29,North,0,concept_drift
2024-05-15,5,32917.73,49,SME,0.0601,1,21,East,0,concept_drift
2024-05-26,5,48255.19,38,Corporate,0.1878,0,22,North,1,concept_drift
2024-05-03,5,56872.7,47,Retail,0.2974,0,26,East,1,concept_drift
2024-05-14,5,24754.52,39,Corporate,0.4186,0,13,West,0,concept_drift
2024-05-22,5,24501.53,36,Retail,0.2267,0,13,South,1,concept_drift
2024-05-10,5,31407.17,59,Retail,0.3612,1,2,West,0,concept_drift
2024-05-03,5,67225.44,43,SME,0.5038,1,1,South,0,concept_drift
2024-05-20,5,71325.03,39,Retail,0.318,1,23,North,0,concept_drift
2024-05-18,5,34198.15,42,Corporate,0.1871,0,1,North,1,concept_drift
2024-05-23,5,29094.68,40,SME,0.29,0,7,South,1,concept_drift
2024-05-04,5,53481.51,23,Retail,0.2219,2,13,North,0,concept_drift
2024-05-27,5,52083.07,51,Corporate,0.0532,0,17,West,1,concept_drift
2024-05-17,5,32140.27,46,Corporate,0.3607,0,9,North,0,concept_drift
2024-05-20,5,34915.24,47,SME,0.5501,1,13,South,0,concept_drift
2024-05-04,5,40140.25,60,Retail,0.4965,0,16,East,1,concept_drift
2024-05-15,5,43544.42,38,SME,0.5221,1,5,North,0,concept_drift
2024-05-11,5,54579.45,37,Retail,0.2942,0,22,North,1,concept_drift
2024-05-03,5,14858.74,48,Corporate,0.3361,1,7,West,0,concept_drift
2024-05-24,5,78593.84,24,Retail,0.3347,1,1,South,0,concept_drift
2024-05-07,5,55603.09,63,SME,0.2109,0,8,West,1,concept_drift
2024-05-10,5,51300.93,59,Retail,0.2795,0,6,East,0,concept_drift
2024-05-26,5,40520.91,50,Corporate,0.16,1,12,East,1,concept_drift
2024-05-19,5,37354.93,23,SME,0.1579,0,2,North,0,concept_drift
2024-05-20,5,38123.95,64,Retail,0.2289,1,1,North,1,concept_drift
2024-05-08,5,42663.06,61,Retail,0.4483,1,15,East,0,concept_drift
2024-05-15,5,56134.38,35,Retail,0.4979,0,17,North,0,concept_drift
2024-05-13,5,67076.74,33,Retail,0.2296,0,20,East,1,concept_drift
2024-05-26,5,28796.52,45,Corporate,0.4706,0,3,West,0,concept_drift
2024-05-03,5,43384.57,49,Corporate,0.4144,0,27,West,0,concept_drift
2024-05-21,5,52091.49,60,Retail,0.1593,1,6,West,1,concept_drift
2024-05-21,5,53154.53,39,Corporate,0.312,2,16,West,0,concept_drift
2024-05-15,5,41321.13,46,Retail,0.1394,0,10,North,0,concept_drift
2024-05-21,5,44552.44,58,SME,0.2338,1,13,North,1,concept_drift
2024-05-21,5,46495.58,27,SME,0.2179,0,8,South,0,concept_drift
2024-05-25,5,32162.64,51,Corporate,0.7132,0,17,East,0,concept_drift
2024-05-10,5,36077.35,52,SME,0.2705,1,28,East,1,concept_drift
2024-05-21,5,21749.88,55,SME,0.1359,0,7,North,0,concept_drift
2024-05-15,5,66534.01,40,Corporate,0.1595,0,24,South,1,concept_drift
2024-05-27,5,58530.28,49,SME,0.1752,0,5,West,0,concept_drift
2024-05-27,5,29651.45,29,SME,0.3227,0,8,East,1,concept_drift
2024-05-14,5,33131.83,32,Retail,0.1298,0,29,West,0,concept_drift
2024-05-09,5,29608.31,37,Corporate,0.3396,0,27,North,0,concept_drift
2024-05-25,5,35840.58,47,Retail,0.4758,0,1,North,0,concept_drift
